,,,2.58E-04,5.400422254,,,,,2.58E-04,4.97E+00
,,,2.59E-04,5.138441424,,,,,2.59E-04,4.73E+00
,,,2.60E-04,5.369983577,,,,,2.60E-04,4.91E+00
,,,2.61E-04,5.291663148,,,,,2.61E-04,4.90E+00
,,,2.62E-04,5.398695172,,,,,2.62E-04,4.81E+00
,,,2.63E-04,5.32184712,,,,,2.63E-04,4.74E+00
,,,2.64E-04,5.249074623,,,,,2.64E-04,4.80E+00
,,,2.65E-04,5.419837959,,,,,2.65E-04,4.83E+00
,,,2.66E-04,5.095939771,,,,,2.66E-04,4.65E+00
,,,2.67E-04,5.398723068,,,,,2.67E-04,4.76E+00
,,,2.68E-04,5.19910484,,,,,2.68E-04,4.54E+00
,,,2.69E-04,5.362770997,,,,,2.69E-04,4.63E+00
,,,2.70E-04,5.086833038,,,,,2.70E-04,4.60E+00
,,,2.71E-04,5.203446932,,,,,2.71E-04,4.77E+00
,,,2.72E-04,5.096851462,,,,,2.72E-04,4.57E+00
,,,2.73E-04,5.189160458,,,,,2.73E-04,4.78E+00
,,,2.74E-04,5.09E+00,,,,,2.74E-04,4.53E+00
,,,2.75E-04,5.16E+00,,,,,2.75E-04,4.45E+00
,,,2.76E-04,5.27E+00,,,,,2.76E-04,4.52E+00
,,,2.77E-04,5.28E+00,,,,,2.77E-04,4.50E+00
,,,2.78E-04,4.93E+00,,,,,2.78E-04,4.37E+00
,,,2.79E-04,5.10E+00,,,,,2.79E-04,4.62E+00
,,,2.80E-04,4.99E+00,,,,,2.80E-04,4.51E+00
,,,2.81E-04,5.01E+00,,,,,2.81E-04,4.28E+00
,,,2.82E-04,5.16E+00,,,,,2.82E-04,4.42E+00
,,,2.83E-04,5.01E+00,,,,,2.83E-04,4.26E+00
,,,2.84E-04,5.05E+00,,,,,2.84E-04,4.36E+00
,,,2.85E-04,5.11E+00,,,,,2.85E-04,4.28E+00
,,,2.86E-04,5.01E+00,,,,,2.86E-04,4.33E+00
,,,2.87E-04,4.85E+00,,,,,2.87E-04,4.29E+00
,,,2.88E-04,4.91E+00,,,,,2.88E-04,4.17E+00
,,,2.89E-04,4.71E+00,,,,,2.89E-04,4.10E+00
,,,2.90E-04,4.95E+00,,,,,2.90E-04,4.46E+00
,,,2.91E-04,5.03E+00,,,,,2.91E-04,4.02E+00
,,,2.92E-04,5.02E+00,,,,,2.92E-04,4.08E+00
,,,2.93E-04,4.76E+00,,,,,2.93E-04,4.18E+00
,,,2.94E-04,5.03E+00,,,,,2.94E-04,4.20E+00
,,,2.95E-04,4.77E+00,,,,,2.95E-04,4.07E+00
,,,2.96E-04,4.93E+00,,,,,2.96E-04,4.23E+00
,,,2.97E-04,4.72E+00,,,,,2.97E-04,4.00E+00
,,,2.98E-04,4.92E+00,,,,,2.98E-04,4.12E+00
,,,2.99E-04,4.83E+00,,,,,2.99E-04,4.09E+00
,,,3.00E-04,4.64E+00,,,,,3.00E-04,4.33E+00
,,,3.01E-04,4.65E+00,,,,,3.01E-04,4.03E+00
,,,3.02E-04,4.80E+00,,,,,3.02E-04,3.93E+00
,,,3.03E-04,4.60E+00,,,,,3.03E-04,3.99E+00
,,,3.04E-04,4.67E+00,,,,,3.04E-04,3.87E+00
,,,3.05E-04,4.64E+00,,,,,3.05E-04,4.06E+00
,,,3.06E-04,4.44E+00,,,,,3.06E-04,4.16E+00
